nombre,categoria,sku,codigo_barras,precio_bs,precio_usd,costo_bs,costo_usd,stock_minimo
ESTRELLA DE SELECTOR DE CAMBIO GN 125,TODO MOTO 668,TM668-ESH6H,,40.64,1.63,32.51,1.30,1
ESTUCHE PORTA CELULAR ANTIAGUA CN PUERTO USB CN BASE RETROVISOR,TODO MOTO 668,TM668-A014,,53.14,2.13,42.51,1.70,1
EXTRACTOR DE CIGUENAL TUERCA CREMALLERA SCOOTER CAILI,TODO MOTO 668,TM668-EX23,,53.14,2.13,42.51,1.70,1
EXTRACTOR DEL CIGUENAL JAGUAR /HORSE CAILI,TODO MOTO 668,TM668-EX87,,40.64,1.63,32.51,1.30,1
EXTRACTOR PARA MAGNETO GN 125,TODO MOTO 668,TM668-ELX,,53.14,2.13,42.51,1.70,1
EXTRACTOR PARA MAGNETO UNIVERSAL,TODO MOTO 668,TM668-EMM,,93.78,3.75,75.03,3.00,1
EXTRACTOR PARA MAGNETO UNIVERSAL CAILI,TODO MOTO 668,TM668-EMMC,,156.30,6.25,125.04,5.00,1
EXTRACTOR PINON DEL CIGUENAL JAGUAR/HORSE /TX200,TODO MOTO 668,TM668-EX583,,13.13,0.53,10.50,0.42,1
FARO  CALAVERA  5.75MM OWEN/EK XPRESS,TODO MOTO 668,TM668-FX22,,15.01,0.60,12.00,0.48,1
FARO 10 LED OVEN-1,TODO MOTO 668,TM668-LJ1602,,15.01,0.60,12.00,0.48,1
"FARO 13 LED REDONDO 7""",TODO MOTO 668,TM668-VK108,,18.76,0.75,15.01,0.60,1
"FARO 16 LED REDONDO 7""",TODO MOTO 668,TM668-VK107,,12.38,0.50,9.90,0.40,1
FARO 4 LED REDONDO 5.75',TODO MOTO 668,TM668-VK95,,24.76,0.99,19.81,0.79,1
"FARO 4 LED REDONDO 7""",TODO MOTO 668,TM668-VK94,,12.66,0.51,10.13,0.41,1
FARO CALAVERA  5.75MM OWEN/EK XPRESS,TODO MOTO 668,TM668-FX47,,16.88,0.68,13.50,0.54,1
FARO COMPLETO 5C/LED OVEN-1,TODO MOTO 668,TM668-VK99,,121.92,4.88,97.53,3.90,1
FARO COMPLETO JAGUAR 150 MD AVA DOS BOMBILLO,TODO MOTO 668,TM668-B99,,121.92,4.88,97.53,3.90,1
FARO COMPLETO TX200,TODO MOTO 668,TM668-LJ974,,15.01,0.60,12.00,0.48,1
FARO CUADRADO DE BUHO,TODO MOTO 668,TM668-FX55,,87.62,3.50,70.09,2.80,1
FARO DE BUHO CALAVERA,TODO MOTO 668,TM668-FG55,,9.85,0.39,7.88,0.32,1
FARO DE CALAVERA 7MM BERA SOCIALISTA,TODO MOTO 668,TM668-FX56,,6.33,0.25,5.06,0.20,1
FARO DE CALAVERA 7MM BERA SOCIALISTA,TODO MOTO 668,TM668-FX78,,5.63,0.23,4.50,0.18,1
FARO EXTERNO DE MULTICOLOR DE 8 LED TRANSPARENTE,TODO MOTO 668,TM668-FA11,,10.89,0.44,8.71,0.35,1
"FARO LED REDONDO 7"" MUECA",TODO MOTO 668,TM668-VK106,,12.50,0.50,10.00,0.40,1
FARO MINI BUHO CON FLASH,TODO MOTO 668,TM668-FG01,,26.73,1.07,21.38,0.86,1
FARO MINI BUHO MULTICOLOR CON FLASH,TODO MOTO 668,TM668-FV698,,18.46,0.74,14.77,0.59,1
FARO MINI BUHO SIN FLASH,TODO MOTO 668,TM668-FG02,,35.76,1.43,28.61,1.14,1
FILTRO DE ACEITE GN 125,TODO MOTO 668,TM668-F56K,,19.69,0.79,15.76,0.63,1
FILTRO DE AIRE GY6150 TRIA,TODO MOTO 668,TM668-V560,,15.36,0.61,12.29,0.49,1
FILTRO DE AIRE MATRIX ELEGANCE,TODO MOTO 668,TM668-F3,,62.52,2.50,50.02,2.00,1
FILTRO DE AIRE MATRIX ELEGANCE POR 10 OFERTA,TODO MOTO 668,TM668-F3,,8.12,0.33,6.50,0.26,1
FILTRO DE AIRE OULOCK 150Y BSW 150,TODO MOTO 668,TM668-FI65,,8.93,0.36,7.14,0.29,1
FLAPERA DE 2JA 50,TODO MOTO 668,TM668-B030,,59.40,2.38,47.52,1.90,1
FLAPERA DE AX100,TODO MOTO 668,TM668-B027,,62.52,2.50,50.02,2.00,1
FLAPERA DE AX100,TODO MOTO 668,TM668-H528,,7.57,0.30,6.05,0.24,1
FLAPERA DE JOG 50,TODO MOTO 668,TM668-B029,,53.14,2.13,42.51,1.70,1
FLAPERA DE RX100,TODO MOTO 668,TM668-B028,,281.35,11.25,225.08,9.00,1
FLOTANTE DE GASOLINA BWS150,TODO MOTO 668,TM668-FL990,,137.47,5.50,109.98,4.40,1
FLOTANTE DE GASOLINA OWEN Y JAGUAR 150,TODO MOTO 668,TM668-F66,,66.62,2.67,53.30,2.13,1
FLOTANTE DE GASOLINA SCOOTER  AVA 90,TODO MOTO 668,TM668-AB67,,106.29,4.25,85.03,3.40,1
FLOTANTE DE GASOLINA SCOOTER 150 RUNNER/CORVETER/150,TODO MOTO 668,TM668-F111,,105.51,4.22,84.40,3.38,1
FLOTANTE DE GASOLINA SCOOTER BWS 150,TODO MOTO 668,TM668-F112,,281.35,11.25,225.08,9.00,1
FORRO DE ASCIENTO BERA 150 CALIDAD GRUESO,TODO MOTO 668,TM668-F20,,218.75,8.75,175.00,7.00,1
FORRO DE ASCIENTO GN 125 CALIDAD GRUESO,TODO MOTO 668,TM668-F21,,62.50,2.50,50.00,2.00,1
FORRO DE ASCIENTO OWEN 150  CALIDAD GRUESO,TODO MOTO 668,TM668-F22,,62.50,2.50,50.00,2.00,1
FORRO DE ASCIENTO UNIVERSAL OULOCK/SCOOTER 150,TODO MOTO 668,TM668-FO85,,62.50,2.50,50.00,2.00,1
FORRO DE ASIENTO HORSE 150 CALIDAD GRUESO,TODO MOTO 668,TM668-F101,,87.50,3.50,70.00,2.80,1
FORRO DE BASTONES AZUL,TODO MOTO 668,TM668-V646,,62.50,2.50,50.00,2.00,1
FORRO DE BASTONES NARANJA,TODO MOTO 668,TM668-V643,,62.50,2.50,50.00,2.00,1
FORRO DE BASTONES ROJO,TODO MOTO 668,TM668-V645,,402.19,16.09,321.75,12.87,1
FORRO DE BASTONES VERDE,TODO MOTO 668,TM668-V644,,643.50,25.74,514.80,20.59,1
FUSIBLE CAJITA POR 1 CAJA   [1*100],TODO MOTO 668,TM668-B151,,772.20,30.89,617.76,24.71,1
FUSIBLE CON CABLE,TODO MOTO 668,TM668-FH6,,623.39,24.94,498.71,19.95,1
FUSIBLE CON CABLE,TODO MOTO 668,TM668-F19,,683.72,27.35,546.98,21.88,1
FUSIBLE CON CAJITA,TODO MOTO 668,TM668-F86,,772.20,30.89,617.76,24.71,1
FUSIBLE CON DOS CABLE  DE BALA,TODO MOTO 668,TM668-FK6,,301.64,12.07,241.31,9.65,1
FUSIBLE DE MUELITA 10-A POR UN CAJA 100 PRECIO,TODO MOTO 668,TM668-JH65,,502.73,20.11,402.19,16.09,1
FUSIBLE DE MUELITA 15-A POR UN CAJA 100 PRECIO,TODO MOTO 668,TM668-JK58,,7.05,0.28,5.64,0.23,1
FUSIBLE DE MUELITA 20-A POR UN CAJA 100 PRECIO,TODO MOTO 668,TM668-HG85,,6.41,0.26,5.12,0.20,1
FUSIBLE DE MUELITA 30-A POR UN CAJA 100 PRECIO,TODO MOTO 668,TM668-K6L,,8.97,0.36,7.18,0.29,1
"GANCHO PARA CASCO Y BOLSA NEGR,ROJO,AZUL,PLATEADO OSCURO",TODO MOTO 668,TM668-A012,,51.25,2.05,41.00,1.64,1
GOMA DE ABRAZADERA PARA TUBO DE ESCAPE SCOOTER 150,TODO MOTO 668,TM668-MPK3,,51.25,2.05,41.00,1.64,1
GOMA DE BASE MOTOR SCOOTER 150,TODO MOTO 668,TM668-GP58,,51.25,2.05,41.00,1.64,1
GOMA DE BUJE PORTA CORONA HORSE Y GN 125 CAUCHO,TODO MOTO 668,TM668-RL82,,219.38,8.78,175.50,7.02,1
GOMA DE BURRO GN Y OWEN,TODO MOTO 668,TM668-GT896,,68.77,2.75,55.02,2.20,1
GOMA DE DIAGRAPMA PARA CARBURADOR GN 125,TODO MOTO 668,TM668-G86,,52.28,2.09,41.83,1.67,1
GOMA DE DIAGRAPMA PARA CARBURADOR SCOOTER 150,TODO MOTO 668,TM668-GD,,52.28,2.09,41.83,1.67,1
GOMA DE FILTRO AIRE GN125,TODO MOTO 668,TM668-GF9,,52.28,2.09,41.83,1.67,1
GOMA DE PEDAL CAMBIO COLORES AMANILLO,TODO MOTO 668,TM668-V647J,,52.28,2.09,41.83,1.67,1
GOMA DE PEDAL CAMBIO COLORES NARANJA,TODO MOTO 668,TM668-V647,,78.78,3.15,63.02,2.52,1
GOMA DE PEDAL CAMBIO COLORES VERDE,TODO MOTO 668,TM668-V647J..,,78.78,3.15,63.02,2.52,1
GOMA DE PORTA CORONA MERU 110,TODO MOTO 668,TM668-CQ22,,81.28,3.25,65.02,2.60,1
GOMA DE POSAPIE DELANTERO  HAOJUE 150-9A  PAR,TODO MOTO 668,TM668-GPH1,,86.66,3.47,69.32,2.77,1
GOMA DE POSAPIE DELANTERO  JAGUAR 150 PAR,TODO MOTO 668,TM668-G010,,80.65,3.23,64.52,2.58,1
GOMA DE PURIFICADOR AX100,TODO MOTO 668,TM668-G013P,,18.75,0.75,15.00,0.60,1
GOMA DE PURIFICADOR JAGUAR 150,TODO MOTO 668,TM668-G012P,,52.52,2.10,42.01,1.68,1
GOMA DE TAPA CAMARA JAGUAR /HORSE 150 MARRON,TODO MOTO 668,TM668-GO13,,182.88,7.32,146.30,5.85,1
GOMA DE TAPA CAMARA MATRIX ELEGANCE 150 NEGRO,TODO MOTO 668,TM668-GO11,,64.81,2.59,51.85,2.07,1
GOMA DE TAPA LATERAL GN 125,TODO MOTO 668,TM668-GO61,,562.70,22.51,450.16,18.01,1
GOMA DE TAPA VALVULA SCOOTER 150,TODO MOTO 668,TM668-GO40,,72.50,2.90,58.00,2.32,1
GOMA DE VALVULA  JAGUAR HORSE CALIDAD 1*50,TODO MOTO 668,TM668-G01H,,66.62,2.67,53.30,2.13,1
GOMA DE VALVULA JAGUAR HORSE BARATO 1*50,TODO MOTO 668,TM668-G02H,,71.75,2.87,57.40,2.30,1
GOMA DE VALVULA SCOOTER 150 CALIDAD 1*50,TODO MOTO 668,TM668-G103A,,67.52,2.70,54.02,2.16,1
GOMA DE VALVULA SCOOTER BARATO 1*50,TODO MOTO 668,TM668-G101B,,59.08,2.36,47.27,1.89,1
GOMA PARA CHUPON ACEITE SCOOTER 150 POR 10 PRECIO,TODO MOTO 668,TM668-G6L,,53.46,2.14,42.76,1.71,1
GOMA PARA SELECTOR CAMBIO GN 125 POR 100 PRECIO,TODO MOTO 668,TM668-LN33,,6.88,0.28,5.50,0.22,1
GOMA PARA SELECTOR CAMBIO HORSE 150 POR 100 PRECIO,TODO MOTO 668,TM668-J6P,,56.08,2.24,44.86,1.79,1
GOMA PARA TAPA CADENA DE TIEMPO HJ 150 POR 10 PRECIO,TODO MOTO 668,TM668-L663,,47.50,1.90,38.00,1.52,1
GOMA PARA TAPA MAGNETO TAPON  GRANDE POR 100 PRECIO,TODO MOTO 668,TM668-K2PP,,47.50,1.90,38.00,1.52,1
GOMA PARA TAPA MAGNETO TAPON  PEQUENO POR 100 PRECIO,TODO MOTO 668,TM668-KU55,,47.50,1.90,38.00,1.52,1
GOMA PARA TAPA MAGNETO TUCAN 110 GRANDE POR 10 PRECIO,TODO MOTO 668,TM668-GL66,,48.12,1.93,38.50,1.54,1
GOMA TANQUE HORSE 150,TODO MOTO 668,TM668-125H,,53.44,2.14,42.75,1.71,1
GOMA TANQUE JAGUAR 150 BERA 150,TODO MOTO 668,TM668-125J,,17.50,0.70,14.00,0.56,1
GOMA TANQUE OWEN 150,TODO MOTO 668,TM668-125OW,,17.50,0.70,14.00,0.56,1
GUARDAFANDO TRASERO SCOOTER 150 T&M,TODO MOTO 668,TM668-GUA55L,,17.50,0.70,14.00,0.56,1
GUARDAFANGO DELANTERO AVA TIGRE 150,TODO MOTO 668,TM668-GR54,,5.00,0.20,4.00,0.16,1
GUARDAFANGO DELANTERO NEGRO OVEN-1,TODO MOTO 668,TM668-LJ429N,,4.38,0.17,3.50,0.14,1
GUARDAFANGO DELANTERO ROJO WLA-150,TODO MOTO 668,TM668-LJ190R,,25.00,1.00,20.00,0.80,1
GUARDAFANGO TRASERO AZUL OVEN-S,TODO MOTO 668,TM668-LJ964A,,23.75,0.95,19.00,0.76,1
GUARDAFANGO TRASERO BERA SOCIALISTA Y SBR AZUL,TODO MOTO 668,TM668-GH77,,18.75,0.75,15.00,0.60,1
GUARDAFANGO TRASERO BERA SOCIALISTA Y SBR NEGRO,TODO MOTO 668,TM668-GH74,,25.00,1.00,20.00,0.80,1
GUARDAFANGO TRASERO BERA SOCIALISTA Y SBR ROJO,TODO MOTO 668,TM668-GH11,,25.62,1.02,20.50,0.82,1
GUARDAFANGO TRASERO ROJO OVEN-S,TODO MOTO 668,TM668-LJ964R,,15.38,0.61,12.30,0.49,1
GUARDAFANGO TRASERO UNIVERSAL,TODO MOTO 668,TM668-SH-34,,44.84,1.79,35.88,1.44,1
GUARDAFANGO TRASERO UNIVERSAL,TODO MOTO 668,TM668-SH-35,,102.50,4.10,82.00,3.28,1
GUARDAFANGO TRASERO VERDE WLA-150S,TODO MOTO 668,TM668-LJ861V,,102.50,4.10,82.00,3.28,1
GUAYA DE ACELERACION  KLR650,TODO MOTO 668,TM668-G47,,128.12,5.12,102.50,4.10,1
GUAYA DE ACELERACION AX100,TODO MOTO 668,TM668-G2,,128.12,5.12,102.50,4.10,1
GUAYA DE ACELERACION BERA MUSTA150 CON ROCA MANDO,TODO MOTO 668,TM668-JH66,,18.29,0.73,14.63,0.59,1
GUAYA DE ACELERACION BERA RUNNER SIN ROCA MANDO,TODO MOTO 668,TM668-KL55,,37.98,1.52,30.39,1.22,1
GUAYA DE ACELERACION GN SUSUKI 125,TODO MOTO 668,TM668-GUGN125,,22.51,0.90,18.01,0.72,1
GUAYA DE ACELERACION HAOJE COOL 150-9,TODO MOTO 668,TM668-G569,,45.02,1.80,36.01,1.44,1
GUAYA DE ACELERACION JAGUAR 150,TODO MOTO 668,TM668-V205,,35.17,1.41,28.13,1.13,1
GUAYA DE ACELERACION JOG 50  ESPATE POLOMO CALIDAD,TODO MOTO 668,TM668-H41,,22.51,0.90,18.01,0.72,1
GUAYA DE ACELERACION LECHUZA MD 150,TODO MOTO 668,TM668-GO45,,23.91,0.96,19.13,0.77,1
GUAYA DE ACELERACION OWEN 150 2012,TODO MOTO 668,TM668-GUA12.,,26.73,1.07,21.38,0.86,1
GUAYA DE ACELERACION OWEN 2014,TODO MOTO 668,TM668-GA77,,103.16,4.13,82.53,3.30,1
GUAYA DE ACELERACION R1200 2 CABLES,TODO MOTO 668,TM668-G107,,68.77,2.75,55.02,2.20,1
GUAYA DE ACELERACION TUCAN 110,TODO MOTO 668,TM668-GU77,,103.16,4.13,82.53,3.30,1
GUAYA DE CROCE HAOUJE COOL 150-9,TODO MOTO 668,TM668-G423,,68.77,2.75,55.02,2.20,1
GUAYA DE CROCHCE EK XPRESS OWEN 150,TODO MOTO 668,TM668-FG05,,6.00,0.24,4.80,0.19,1
GUAYA DE CROCHCE HAOUJE 150,TODO MOTO 668,TM668-FG04,,11.52,0.46,9.21,0.37,1
GUAYA DE CROCHE   KLR 650 B&C CALIDA,TODO MOTO 668,TM668-GC6,,7.68,0.31,6.14,0.25,1
GUAYA DE CROCHE ARSEN 2,TODO MOTO 668,TM668-V142,,13.27,0.53,10.62,0.42,1
GUAYA DE CROCHE AX100 CALIDAD,TODO MOTO 668,TM668-GU03,,13.27,0.53,10.62,0.42,1
GUAYA DE CROCHE CON RESORTE HORSE /OWEN  CALIDAD BUY CHASE,TODO MOTO 668,TM668-G853,,13.27,0.53,10.62,0.42,1
GUAYA DE CROCHE DT 200 MAS LARGA,TODO MOTO 668,TM668-GUY0,,3.96,0.16,3.17,0.13,1
GUAYA DE CROCHE GN 125 Y OWEN 2014,TODO MOTO 668,TM668-G93,,16.25,0.65,13.00,0.52,1
GUAYA DE CROCHE GN SUSKI Y OWEN 2014 CALIDAD,TODO MOTO 668,TM668-GU12,,15.00,0.60,12.00,0.48,1
GUAYA DE CROCHE HORSE Y OWEN 150,TODO MOTO 668,TM668-K5PP,,237.50,9.50,190.00,7.60,1
GUAYA DE CROCHE JAGUAR 150,TODO MOTO 668,TM668-GU01,,237.50,9.50,190.00,7.60,1
GUAYA DE CROCHE MERU Y HJ 110 T&M,TODO MOTO 668,TM668-GU448,,237.50,9.50,190.00,7.60,1
GUAYA DE CROCHE SUPERSHADOW 250,TODO MOTO 668,TM668-FG03,,201.09,8.04,160.88,6.43,1
GUAYA DE CROCHE TIGRITO AVA 150  MAS LARGA,TODO MOTO 668,TM668-GUAY,,241.31,9.65,193.05,7.72,1
GUAYA DE CROCHE TX 200 CALIDAD,TODO MOTO 668,TM668-V143,,309.68,12.39,247.75,9.91,1
GUAYA DE FRENO DELANTERO MERU 110,TODO MOTO 668,TM668-CQ20,,289.57,11.58,231.66,9.27,1
GUAYA DE FRENO MATRIX ELEGANCE 150 TRASERO 210 MM,TODO MOTO 668,TM668-G888,,301.64,12.07,241.31,9.65,1
GUAYA DE KILOMETRAJE MERU 110,TODO MOTO 668,TM668-CQ21,,93.75,3.75,75.00,3.00,1
GUAYA DE KILOMETRAJE OWEN Y BERA SBR 150,TODO MOTO 668,TM668-G223,,61.25,2.45,49.00,1.96,1
GUAYA DE REVOLUCION GN 125,TODO MOTO 668,TM668-GRGN,,31.25,1.25,25.00,1.00,1
GUIA DE CAMARA   HJ 150,TODO MOTO 668,TM668-c128S,,49.69,1.99,39.75,1.59,1
GUIA DE CAMARA HORSE 150,TODO MOTO 668,TM668-E128,,30.75,1.23,24.60,0.98,1
GUIA DE CAMARA MATRIX ELEGANCE 150,TODO MOTO 668,TM668-R98T,,30.75,1.23,24.60,0.98,1
GUIA DE CAMARA SCOOTER 150,TODO MOTO 668,TM668-G1,,57.66,2.31,46.12,1.84,1
GUIA DE CAMARA TUCAN 110,TODO MOTO 668,TM668-GCT1,,57.66,2.31,46.12,1.84,1
GUIA DE MOTOR JAGUAR/HORSE 150,TODO MOTO 668,TM668-CQ26,,131.30,5.25,105.04,4.20,1
GUIA DE MOTOR SCOOTER 150,TODO MOTO 668,TM668-CQ25,,37.51,1.50,30.01,1.20,1
HOQUILLA JAGUAR 150 PARA  USA BANDA,TODO MOTO 668,TM668-VH96,,35.17,1.41,28.13,1.13,1
HOQUILLA JAGUAR 150 PARA  USA DISCO,TODO MOTO 668,TM668-HK57,,35.17,1.41,28.13,1.13,1
INSTALACION ARSEN 2,TODO MOTO 668,TM668-AB71,,35.17,1.41,28.13,1.13,1
INSTALACION AVA TIGRE 150,TODO MOTO 668,TM668-IS22,,35.17,1.41,28.13,1.13,1
INSTALACION COMPLETO HORSE 150 CAILI,TODO MOTO 668,TM668-IN150H89,,35.17,1.41,28.13,1.13,1
INSTALACION COMPLETO OWE 150 CAILI,TODO MOTO 668,TM668-IN150H8,,35.17,1.41,28.13,1.13,1
INSTALACION COMPLETO TX200 CAILI,TODO MOTO 668,TM668-I001H,,57.68,2.31,46.14,1.85,1
INSTALACION HORSE 150,TODO MOTO 668,TM668-AB68,,39.39,1.58,31.51,1.26,1
INSTALACION JAGUAR 150,TODO MOTO 668,TM668-AB73,,35.00,1.40,28.00,1.12,1
INSTALACION JAGUAR 150,TODO MOTO 668,TM668-V369,,35.00,1.40,28.00,1.12,1
INSTALACION LEON 200,TODO MOTO 668,TM668-AB72,,81.25,3.25,65.00,2.60,1
INSTALACION OWEN150,TODO MOTO 668,TM668-AB69,,81.25,3.25,65.00,2.60,1
INSTALACION OWEN150,TODO MOTO 668,TM668-V370,,81.25,3.25,65.00,2.60,1
INSTALACION TX 200,TODO MOTO 668,TM668-AB70,,26.56,1.06,21.25,0.85,1
JAULA DE BIELA  AX 100,TODO MOTO 668,TM668-JA14,,34.59,1.38,27.68,1.11,1
JAULA DE BIELA JOG 50,TODO MOTO 668,TM668-JA15,,30.75,1.23,24.60,0.98,1
JAULA DE CAJA HK 1010,TODO MOTO 668,TM668-JK34,,33.31,1.33,26.65,1.07,1
JAULA DE CAJA HK 1512,TODO MOTO 668,TM668-JK33,,35.01,1.40,28.01,1.12,1
JAULA DE CAJA HK 172518RS,TODO MOTO 668,TM668-JK35,,37.98,1.52,30.39,1.22,1
JAULA DE CAJA HK 2110,TODO MOTO 668,TM668-JK36,,39.39,1.58,31.51,1.26,1
JAULA DE CAJA HK 222918RS,TODO MOTO 668,TM668-JK38,,37.98,1.52,30.39,1.22,1
JAULA DE CAJA NK 15/12,TODO MOTO 668,TM668-JK37,,45.02,1.80,36.01,1.44,1
JAULA DE CAJA TX200 CALIDAD BUY CHASE,TODO MOTO 668,TM668-J87,,39.39,1.58,31.51,1.26,1
JAULA DE CROCHERA OULOCK CALIDAD BUY CHASE,TODO MOTO 668,TM668-J57,,72.21,2.89,57.77,2.31,1
JAULA DE PINON ARRANQUE T&M,TODO MOTO 668,TM668-JU589,,375.00,15.00,300.00,12.00,1
KIT    DE    PSITON       DT    200  0.25 BARATO,TODO MOTO 668,TM668-KP76,,275.00,11.00,220.00,8.80,1
KIT    DE   PISTON        R1    200  0.75  BUENO,TODO MOTO 668,TM668-K117DH,,269.06,10.76,215.25,8.61,1
KIT    DE   PISTON        TX     200   0.50 BUY CHASE,TODO MOTO 668,TM668-K21,,269.06,10.76,215.25,8.61,1
KIT    DE   PISTON        TX     200   1.00 BUY CHASE,TODO MOTO 668,TM668-KIT17,,307.50,12.30,246.00,9.84,1
KIT    DE   PISTON        TX     200   STD BUY CHASE,TODO MOTO 668,TM668-KIT18,,307.50,12.30,246.00,9.84,1
KIT    DE   PISTON        TX     200  0.25  BUENO,TODO MOTO 668,TM668-KP61,,269.06,10.76,215.25,8.61,1
KIT    DE   PISTON        TX     200  0.25 BUY CHASE,TODO MOTO 668,TM668-K45,,256.25,10.25,205.00,8.20,1
KIT    DE   PISTON        TX     200  0.75  BARATO,TODO MOTO 668,TM668-KP63,,201.09,8.04,160.88,6.43,1
KIT    DE   PISTON        TX     200  0.75  BUENO,TODO MOTO 668,TM668-KP63,,262.59,10.50,210.07,8.40,1
KIT    DE   PISTON        TX     200  0.75  BUY &CHASE,TODO MOTO 668,TM668-K22,,262.59,10.50,210.07,8.40,1
KIT    DE   PISTON        TX     200  1.00  BARATO,TODO MOTO 668,TM668-KIT16,,312.61,12.50,250.09,10.00,1
KIT    DE   PISTON       DT    200  0.25   BUENO,TODO MOTO 668,TM668-KIT19,,261.84,10.47,209.47,8.38,1
KIT    DE   PISTON       DT    200  0.75   B&C CALIDAD,TODO MOTO 668,TM668-KI03C,,255.09,10.20,204.07,8.16,1
KIT    DE   PISTON       DT    200  0.75  BARATO,TODO MOTO 668,TM668-KP78,,12.50,0.50,10.00,0.40,1
KIT    DE   PISTON       DT    200  0.75  BUENO,TODO MOTO 668,TM668-KP78,,10.00,0.40,8.00,0.32,1
KIT    DE   PISTON       DT    200  1.00   B&C CALIDAD,TODO MOTO 668,TM668-KP79,,28.75,1.15,23.00,0.92,1
KIT    DE   PISTON       DT    200  1.00  BARATO,TODO MOTO 668,TM668-KP79,,25.00,1.00,20.00,0.80,1
KIT    DE   PISTON       DT    200  1.00  BUENO,TODO MOTO 668,TM668-KP79,,28.75,1.15,23.00,0.92,1
KIT    DE   PISTON       DT    200  STD  BARATO,TODO MOTO 668,TM668-KP75,,25.00,1.00,20.00,0.80,1
KIT    DE   PISTON       DT    200  STD  BUENO,TODO MOTO 668,TM668-KP75,,9.61,0.38,7.69,0.31,1
KIT    DE   PISTON       UM    200  0.25   B&C CALIDAD,TODO MOTO 668,TM668-K23,,32.03,1.28,25.63,1.03,1
KIT    DE   PISTON       UM    200  0.25  BUENO  Y BERA 200,TODO MOTO 668,TM668-KP71,,32.03,1.28,25.63,1.03,1
KIT    DE   PISTON       UM    200  0.75  BARATO  Y BERA 200,TODO MOTO 668,TM668-KP73,,22.51,0.90,18.01,0.72,1
KIT    DE   PISTON       UM    200  0.75  BUENO  Y BERA 200,TODO MOTO 668,TM668-KIT21,,17.51,0.70,14.00,0.56,1
KIT    DE   PISTON       UM    200  1.00    B&C CALIDAD,TODO MOTO 668,TM668-KP74,,175.94,7.04,140.75,5.63,1
KIT    DE   PISTON       UM    200  1.00  BARATO  Y BERA 200,TODO MOTO 668,TM668-KP74,,200.00,8.00,160.00,6.40,1
KIT    DE   PISTON       UM    200  1.00  BUENO  Y BERA 200,TODO MOTO 668,TM668-KP74,,794.38,31.77,635.50,25.42,1
KIT    DE   PISTON      UM    200 0.75 CALIDAD BUY CHASE,TODO MOTO 668,TM668-KP01,,562.50,22.50,450.00,18.00,1
KIT    DE   PISTON     BERA    150  0.25  BARATO,TODO MOTO 668,TM668-KP51,,112.50,4.50,90.00,3.60,1
KIT    DE   PISTON     BERA    150  0.75  BARATO,TODO MOTO 668,TM668-KP53,,112.50,4.50,90.00,3.60,1
KIT    DE   PISTON     BERA    150  0.75  BUENO,TODO MOTO 668,TM668-K047,,112.50,4.50,90.00,3.60,1
KIT    DE   PISTON     BERA    150  1.00  BARATO,TODO MOTO 668,TM668-KP54,,112.50,4.50,90.00,3.60,1
KIT    DE   PISTON     BERA  Y JAGUAR  200  0.75  BUENO   63MM,TODO MOTO 668,TM668-K46,,116.51,4.66,93.21,3.73,1
KIT    DE   PISTON     BERA Y JAGUAR   200  0.50  BUENO   63MM,TODO MOTO 668,TM668-K36,,131.30,5.25,105.04,4.20,1
"KIT    DE   PISTON     BERA Y JAGUAR   200  1,00  BUENO   63MM",TODO MOTO 668,TM668-K54,,131.30,5.25,105.04,4.20,1
KIT    DE   PISTON     GN    125     0.25  BUENO Y OWEN 2014,TODO MOTO 668,TM668-KP31,,136.11,5.44,108.89,4.36,1
KIT    DE   PISTON     GN    125     0.75  BARADO  Y OWEN 2014,TODO MOTO 668,TM668-KP33,,116.76,4.67,93.41,3.74,1
KIT    DE   PISTON     GN    125     0.75  BUENO  Y OWEN 2014,TODO MOTO 668,TM668-KP33,,155.35,6.21,124.28,4.97,1
KIT    DE   PISTON     GN    125     1.00  BUENO  Y OWEN 2014,TODO MOTO 668,TM668-K106B,,136.11,5.44,108.89,4.36,1
KIT    DE   PISTON     OUTLOCK150   0.25    CALIDAD BUY CHASE,TODO MOTO 668,TM668-KP42,,155.35,6.21,124.28,4.97,1
KIT    DE   PISTON    HORSE   150  0.25  BUENO,TODO MOTO 668,TM668-KP46,,136.11,5.44,108.89,4.36,1
KIT    DE   PISTON    HORSE   150  0.75  BARATO,TODO MOTO 668,TM668-KP48,,136.01,5.44,108.81,4.35,1
KIT    DE   PISTON    HORSE   150  1.00  BARATO,TODO MOTO 668,TM668-KP49,,116.76,4.67,93.41,3.74,1
KIT    DE   PISTON    HORSE   150  1.00  BUENO,TODO MOTO 668,TM668-K11A,,155.35,6.21,124.28,4.97,1
KIT    DE   PISTON    JAGUAR 150 0.75 CALIDAD BUY CHASE,TODO MOTO 668,TM668-K133C,,116.76,4.67,93.41,3.74,1
KIT    DE   PISTON    OUTLOCK 150   0.75   CALIDAD BUY CHASE,TODO MOTO 668,TM668-KIY3,,155.35,6.21,124.28,4.97,1
KIT    DE   PISTON    OUTLOCK 150   1.00   CALIDAD BUY CHASE,TODO MOTO 668,TM668-KIT556,,175.84,7.03,140.67,5.63,1
KIT    DE   PISTON    OUTLOCK150    0.50   CALIDAD BUY CHASE,TODO MOTO 668,TM668-L96,,168.29,6.73,134.64,5.39,1
