nombre,categoria,sku,codigo_barras,precio_bs,precio_usd,costo_bs,costo_usd,stock_minimo
RETROVISOR B150R 1X48,AUTO ASIA,AA-5003-0003,,855.68,3.32,427.84,1.66,1
RETROVISOR EH1 CROMADO 1X40,AUTO ASIA,AA-5003-0006,,1768.20,6.86,884.10,3.43,1
RETROVISOR EH2 1X40,AUTO ASIA,AA-5003-0005,,1178.80,4.57,589.40,2.29,1
RETROVISOR EOU 1X25,AUTO ASIA,AA-5003-0008,,1077.07,4.18,538.54,2.09,1
RETROVISOR EOW 1X40,AUTO ASIA,AA-5003-0009,,1591.68,6.17,795.84,3.09,1
RETROVISOR ERKV/EA2/ESP2 1X25,AUTO ASIA,AA-5003-0011,,1178.80,4.57,589.40,2.29,1
RETROVISOR ESL 1X40,AUTO ASIA,AA-5003-0013,,5382.38,20.87,2691.19,10.43,1
RETROVISOR ETX ALUMINIO 1X40,AUTO ASIA,AA-5003-0014,,2946.99,11.43,1473.50,5.71,1
RETROVISOR KLR 1X48,AUTO ASIA,AA-5003-0007,,1032.20,4.00,516.10,2.00,1
RETROVISOR MHJ 1X40,AUTO ASIA,AA-5003-0004,,1340.36,5.20,670.18,2.60,1
RETROVISOR PATA CORTA B150S 1X48,AUTO ASIA,AA-5003-0010,,855.68,3.32,427.84,1.66,1
RETROVISOR RX115/YDT125  1X48,AUTO ASIA,AA-5003-0012,,984.33,3.82,492.16,1.91,1
RETROVISOR SAX 1X48,AUTO ASIA,AA-5003-0002,,984.33,3.82,492.16,1.91,1
RETROVISOR UNIV (CUADRADO) MODELO CAFE RACING 1X40,AUTO ASIA,AA-AA26-003,,8469.99,32.84,4234.99,16.42,1
RETROVISOR UNIV (REDONDO) MODELO CAFE RACING 1X30,AUTO ASIA,AA-AA26-017,,8469.99,32.84,4234.99,16.42,1
RETROVISOR YJO 1X40,AUTO ASIA,AA-5003-0001,,885.59,3.43,442.80,1.72,1
RETROVISORES UNIVERSALES DE ALUMINIO RACING 1X20,AUTO ASIA,AA-5003-0016,,7401.89,28.70,3700.95,14.35,1
RIN DE RAYO DELANTERO CG150 CON PORTA BANDA Y BUJES (PAQ 2) 1X2,AUTO ASIA,AA-3004-0009,,30211.92,117.14,15105.96,58.57,1
RIN DE RAYO DELANTERO EEX CON PORTA BANDA Y BUJES (PAQ 2) 1X2,AUTO ASIA,AA-3004-0011,,30825.26,119.51,15412.63,59.76,1
RIN DE RAYO TRASERO CG150 CON PORTA BANDA Y BUJES  (PAQ 2) 1X2,AUTO ASIA,AA-3004-0010,,33601.71,130.28,16800.86,65.14,1
RIN DE RAYO TRASERO EEX CON PORTA BANDA Y BUJES (PAQ 2) 1X2,AUTO ASIA,AA-3004-0012,,32704.15,126.80,16352.08,63.40,1
RIN DE RAYO TRASERO SAX CON PORTA BANDA Y BUJES (PAQ 2) 1X2,AUTO ASIA,AA-3004-0014,,30211.92,117.14,15105.96,58.57,1
RIN DELANTERO ABA JAGUAR 1X2,AUTO ASIA,AA-3001-0020,,16012.50,62.08,8006.25,31.04,1
RIN DELANTERO B150R 1X2,AUTO ASIA,AA-3001-0021,,16168.08,62.69,8084.04,31.34,1
RIN DELANTERO B150S 1.16.18 F 1X2,AUTO ASIA,AA-3001-0003,,16168.08,62.69,8084.04,31.34,1
RIN DELANTERO DE EA2 1X2,AUTO ASIA,AA-3001-0008,,18651.33,72.31,9325.67,36.16,1
RIN DELANTERO EH1 1.4.18 F 1X2,AUTO ASIA,AA-3001-0005,,15399.17,59.71,7699.58,29.85,1
RIN DELANTERO SGN125 1X2,AUTO ASIA,AA-3001-0004,,15982.58,61.97,7991.29,30.98,1
RIN DELANTERO Y TRASERO AMARILLO B150S 1X2,AUTO ASIA,AA-3002-0001,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO EH1 AMARILLO 1X2,AUTO ASIA,AA-3002-0005,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO EH1 VERDE 1X2,AUTO ASIA,AA-3002-0008,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO EOW AMARILLO 1X2,AUTO ASIA,AA-3002-0013,,34702.72,134.55,17351.36,67.27,1
RIN DELANTERO Y TRASERO EOW AZUL 1X2,AUTO ASIA,AA-3002-0014,,34702.72,134.55,17351.36,67.27,1
RIN DELANTERO Y TRASERO EOW ROJO 1X2,AUTO ASIA,AA-3002-0015,,34702.72,134.55,17351.36,67.27,1
RIN DELANTERO Y TRASERO EOW VERDE 1X2,AUTO ASIA,AA-3002-0016,,34702.72,134.55,17351.36,67.27,1
RIN DELANTERO Y TRASERO MD AMARILLO 1X2,AUTO ASIA,AA-3002-0009,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO MD AZUL 1X2,AUTO ASIA,AA-3002-0010,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO MD ROJO 1X2,AUTO ASIA,AA-3002-0011,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO MD VERDE 1X2,AUTO ASIA,AA-3002-0012,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO ROJO B150S 1X2,AUTO ASIA,AA-3002-0003,,39037.95,151.36,19518.97,75.68,1
RIN DELANTERO Y TRASERO VERDE B150S 1X2,AUTO ASIA,AA-3002-0004,,39037.95,151.36,19518.97,75.68,1
RIN TRASERO ABA JAGUAR 1X2,AUTO ASIA,AA-3004-0018,,17708.89,68.66,8854.45,34.33,1
RIN TRASERO B150R 1X2,AUTO ASIA,AA-3004-0015,,17553.31,68.06,8776.66,34.03,1
RIN TRASERO B150S 1.85.18 R 1X2,AUTO ASIA,AA-3004-0002,,17553.31,68.06,8776.66,34.03,1
RIN TRASERO B150S AMARILLO 1X2,AUTO ASIA,AA-3004-0017,,18217.51,70.63,9108.75,35.32,1
RIN TRASERO B150S ROJO 1X2,AUTO ASIA,AA-3004-0016,,18217.51,70.63,9108.75,35.32,1
RIN TRASERO EA2-2 2.5*17 1X2,AUTO ASIA,AA-3004-0001,,21095.69,81.79,10547.84,40.90,1
RIN TRASERO EH1 2.15.18 R 1X2,AUTO ASIA,AA-3004-0004,,18169.64,70.45,9084.82,35.22,1
RIN TRASERO YJO ARISTIC 3KJ/NEXTZONE 3YK VESPA 1X5,AUTO ASIA,AA-3004-0005,,5424.26,21.03,2712.13,10.52,1
RODAMIENTO DE AGUJA BWS/RX115-135 15-25-12 1X1000,AUTO ASIA,AA-1031-0025,,478.70,1.86,239.35,0.93,1
RODAMIENTO DE AGUJA CG150/CG200/EH1 15-23-12 1X1000,AUTO ASIA,AA-1031-0024,,430.83,1.67,215.41,0.84,1
RODAMIENTO DE AGUJA CLOCHERA OUT 22-29-18 RS 1X1000,AUTO ASIA,AA-1031-0026,,394.93,1.53,197.46,0.77,1
ROLINERA 32010/SDR650 1X20,AUTO ASIA,AA-1031-0001,,1528.85,5.93,764.42,2.96,1
ROLINERA 6002 ARBOL LEVA CG150 1X400,AUTO ASIA,AA-1031-0002,,134.63,0.52,67.32,0.26,1
ROLINERA 6003 TRASERAS MOTO AUT1X400,AUTO ASIA,AA-1031-0003,,161.56,0.63,80.78,0.31,1
ROLINERA 6005 1X200,AUTO ASIA,AA-1031-0005,,269.27,1.04,134.63,0.52,1
ROLINERA 6202 1X400,AUTO ASIA,AA-1031-0008,,161.56,0.63,80.78,0.31,1
ROLINERA 6203 1X400,AUTO ASIA,AA-1031-0009,,215.41,0.84,107.71,0.42,1
ROLINERA 6203 GOMA 1X400,AUTO ASIA,AA-1031G-0002,,215.41,0.84,107.71,0.42,1
ROLINERA 6204 1X200,AUTO ASIA,AA-1031-0010,,299.19,1.16,149.59,0.58,1
ROLINERA 63/22 15mm 1X200,AUTO ASIA,AA-1031-0014,,736.00,2.85,368.00,1.43,1
ROLINERA 63/22 16mm 1X200,AUTO ASIA,AA-1031-0015,,724.03,2.81,362.02,1.40,1
ROLINERA 6302 1X400,AUTO ASIA,AA-1031-0017,,230.37,0.89,115.19,0.45,1
ROLINERA 6328  DE CIGÜEÑAL 1X100,AUTO ASIA,AA-1031-0018,,846.70,3.28,423.35,1.64,1
ROLINERA 6328/72 CIGUEÑAL  1X100,AUTO ASIA,AA-1031-0019,,969.37,3.76,484.68,1.88,1
ROLINERA 6905 ARBOL DE LEVA MOTO AUT 1X400,AUTO ASIA,AA-1031-0021,,230.37,0.89,115.19,0.45,1
ROLINERA HK 222918 GOMA CLOCHERA MOTO AUT 1X800,AUTO ASIA,AA-1031G-0005,,385.95,1.50,192.98,0.75,1
ROMPE DIENTES 1X100,AUTO ASIA,AA-7001-0022,,559.48,2.17,279.74,1.08,1
RULOS DE EOU 1X350,AUTO ASIA,AA-8003-0003,,604.36,2.34,302.18,1.17,1
RULOS DE GY6 SCOOTER 1X250,AUTO ASIA,AA-8003-0002,,1400.20,5.43,700.10,2.71,1
SEGURO PARA CASCOS UNIVERSALES,AUTO ASIA,AA-7001-0023,,3033.76,11.76,1516.88,5.88,1
SELECTOR DE CAMBIOS BR1 1X40,AUTO ASIA,AA-1036-0007,,3530.41,13.69,1765.20,6.84,1
SELECTOR DE CAMBIOS CG150/EH1 1X40,AUTO ASIA,AA-1036-0006,,1741.27,6.75,870.63,3.38,1
SELECTOR DE CAMBIOS MD-125/BX1-125 1X40,AUTO ASIA,AA-1036-0013,,2085.33,8.09,1042.67,4.04,1
SELECTOR DE CAMBIOS SAX100 1X40,AUTO ASIA,AA-1036-0012,,2064.39,8.00,1032.20,4.00,1
SELECTOR DE CAMBIOS SOLO ETX 1X50,AUTO ASIA,AA-1036-0008,,1741.27,6.75,870.63,3.38,1
SELECTOR DE CAMBIOS SOLO SGN125 1X30,AUTO ASIA,AA-1036-0009,,2949.99,11.44,1474.99,5.72,1
SELECTOR DE CAMBIOS SOLO YBR/RX115 1X30,AUTO ASIA,AA-1036-0010,,2782.44,10.79,1391.22,5.39,1
SENSOR  DE FRENO TRASERO CG150 1X400,AUTO ASIA,AA-3019-0001,,230.37,0.89,115.19,0.45,1
SENSOR DE FRENO TRASERO EA2 1X500,AUTO ASIA,AA-3019-0002,,263.28,1.02,131.64,0.51,1
SENSOR DE FRENO TRASERO SAX 1X100,AUTO ASIA,AA-3019-0003,,221.40,0.86,110.70,0.43,1
SENSOR DE FRENO TRASERO SGN125 ORIGINAL 1X500,AUTO ASIA,AA-3019-0004,,221.40,0.86,110.70,0.43,1
SENSOR DE FRENO UNIVERSAL 1X1000,AUTO ASIA,AA-3019-0005,,122.67,0.48,61.33,0.24,1
SENSOR DE VELOCIDADES CG150/200 CON RESORTE Y PIN 1X500,AUTO ASIA,AA-2018-0002,,397.92,1.54,198.96,0.77,1
SENSOR DE VELOCIDADES EOW/SHJ150 7 CABLE 1X500,AUTO ASIA,AA-2018-0004,,867.64,3.36,433.82,1.68,1
SENSOR DE VELOCIDADES LON-250 ROVER 6 PINES 250 1X500,AUTO ASIA,AA-2018-0003,,323.12,1.25,161.56,0.63,1
SENSOR DE VELOCIDADES SGN125/EOW GS 1X500,AUTO ASIA,AA-2018-0001,,736.00,2.85,368.00,1.43,1
SENSOR DE VELOCIDADES UM 1 TORNILLO 1X500,AUTO ASIA,AA-2018-0005,,323.12,1.25,161.56,0.63,1
SILENCIADOR (MUFFLER 40CM) DE CARBONO 1X10,AUTO ASIA,AA-4007-0001,,10788.69,41.83,5394.35,20.91,1
SILENCIADOR (MUFFLER 50CM) DE CARBONO LARGO (+10 CM) 1X10,AUTO ASIA,AA-4007-0002,,12332.50,47.82,6166.25,23.91,1
SILICON GRIS ALTA TEMPERATURA +340 GRADOS (PAQ DE 12 UND) 1X12,AUTO ASIA,AA-4054-0012,,3590.25,13.92,1795.12,6.96,1
SILICON NEGRO ALTA TEMPERATURA +340 GRADOS (PAQ DE 12 UND) 1X12,AUTO ASIA,AA-4054-0011,,3590.25,13.92,1795.12,6.96,1
SOCATE CG 1X1000,AUTO ASIA,AA-3039-0023,,155.58,0.60,77.79,0.30,1
SOCATE DE BOMBILLO EEX II 150 2024 1X500,AUTO ASIA,AA-3039-0086,,326.11,1.26,163.06,0.63,1
SOCATE EH1 1X500,AUTO ASIA,AA-3039-0022,,164.55,0.64,82.28,0.32,1
SOCATE UNIVERSAL H4 1X1000,AUTO ASIA,AA-3039-0025,,128.65,0.50,64.33,0.25,1
SOPORTE DE FARO CG150 CROMADA 1X50,AUTO ASIA,AA-2012-0011,,1693.40,6.57,846.70,3.28,1
SOPORTE DE FARO CG150 NEGRA 1X50,AUTO ASIA,AA-2012-0012,,1418.15,5.50,709.07,2.75,1
SOPORTE DE FARO SGN-125 CROMADA 1X50,AUTO ASIA,AA-2012-0013,,1507.90,5.85,753.95,2.92,1
SOPORTE DE FARO SGN-125 NEGRA 1X50,AUTO ASIA,AA-2012-0014,,1232.65,4.78,616.33,2.39,1
STOP CRUCE Y EFECTOS CG150 1X30,AUTO ASIA,AA-5006-0005,,2453.34,9.51,1226.67,4.76,1
STOP CRUCE Y EFECTOS EH1 1X30,AUTO ASIA,AA-5006-0006,,3856.52,14.95,1928.26,7.48,1
STOP CRUCE Y EFECTOS EOW NEW 1X20,AUTO ASIA,AA-5006-0007,,6022.64,23.35,3011.32,11.68,1
STOP CRUCE Y EFECTOS EOW/BLE/SGN 1X30,AUTO ASIA,AA-5006-0008,,4149.73,16.09,2074.86,8.04,1
STOP EH2 MODELO VIEJO 1X35,AUTO ASIA,AA-5006-0013,,2471.29,9.58,1235.64,4.79,1
STOP MOTOCROSS 1X100,AUTO ASIA,AA-5006-0014,,1651.51,6.40,825.76,3.20,1
STOP NEW CG150/MD/B150S CRUCE Y EFECTOS ROJO+AMARILLO (A) 1X30,AUTO ASIA,AA-5006-0024,,2471.29,9.58,1235.64,4.79,1
STOP NEW CG150/MD/B150S CRUCE Y EFECTOS ROJO+BLANCO (B) 1X30,AUTO ASIA,AA-5006-0023,,2471.29,9.58,1235.64,4.79,1
STOP NEW EH1 CRUCE Y EFECTOS AMARILLO+AMARILLO (A) 1X30,AUTO ASIA,AA-5006-0020,,3856.52,14.95,1928.26,7.48,1
STOP NEW EH1 CRUCE Y EFECTOS AMARILLO+AZUL (B) 1X30,AUTO ASIA,AA-5006-0019,,3856.52,14.95,1928.26,7.48,1
STOP NEW EOW CRUCE Y EFECTOS AMARILLO+AMARILLO (A) 1X30,AUTO ASIA,AA-5006-0021,,4164.69,16.15,2082.34,8.07,1
STOP NEW EOW CRUCE Y EFECTOS AMARILLO+AZUL (B) 1X30,AUTO ASIA,AA-5006-0022,,4164.69,16.15,2082.34,8.07,1
STOP TRASERO LED UNIVERSAL MODELO NUEVO 1X100,AUTO ASIA,AA-AA18-020,,1077.07,4.18,538.54,2.09,1
SWICHERA COMPLETA  X1 125 1X50,AUTO ASIA,AA-2014-0003,,2169.11,8.41,1084.55,4.21,1
SWICHERA COMPLETA B150R 2024 1X50,AUTO ASIA,AA-2014-0024,,3009.82,11.67,1504.91,5.83,1
SWICHERA COMPLETA B150S 1X50,AUTO ASIA,AA-2014-0004,,3192.33,12.38,1596.16,6.19,1
SWICHERA COMPLETA BCARGUE 1X18,AUTO ASIA,AA-EL-100,,4254.44,16.50,2127.22,8.25,1
SWICHERA COMPLETA BD200 1X40,AUTO ASIA,AA-2014-0005,,4945.56,19.17,2472.78,9.59,1
SWICHERA COMPLETA BLE 2024 1X50,AUTO ASIA,AA-2014-0019,,3332.95,12.92,1666.47,6.46,1
SWICHERA COMPLETA CG150 1X50,AUTO ASIA,AA-2014-0010,,3332.95,12.92,1666.47,6.46,1
SWICHERA COMPLETA EH1 1X50,AUTO ASIA,AA-2014-0009,,3515.45,13.63,1757.72,6.81,1
SWICHERA COMPLETA ENDURO UNICO ABA 1X50,AUTO ASIA,AA-2014-0006,,3437.66,13.33,1718.83,6.66,1
SWICHERA COMPLETA EOW 6C 1X50,AUTO ASIA,AA-2014-0013,,2492.23,9.66,1246.11,4.83,1
SWICHERA COMPLETA EOW GS 4C 1X50,AUTO ASIA,AA-2014-0014,,2782.44,10.79,1391.22,5.39,1
SWICHERA COMPLETA ERK 2024 1X50,AUTO ASIA,AA-2014-0018,,5110.12,19.81,2555.06,9.91,1
SWICHERA COMPLETA ERKV (CON TAPA) 1X50,AUTO ASIA,AA-2014-0015,,7416.85,28.76,3708.43,14.38,1
SWICHERA COMPLETA ETX 1X50,AUTO ASIA,AA-2014-0017,,3772.75,14.63,1886.38,7.31,1
SWICHERA COMPLETA GY6  1X50,AUTO ASIA,AA-2014-0008,,3446.64,13.36,1723.32,6.68,1
SWICHERA COMPLETA JAGUAR 2024 1X50,AUTO ASIA,AA-2014-0021,,3473.56,13.47,1736.78,6.73,1
SWICHERA COMPLETA NEW EH1 2024 1X50,AUTO ASIA,AA-2014-0023,,3009.82,11.67,1504.91,5.83,1
SWICHERA COMPLETA NEW EOW II 2024 1X50,AUTO ASIA,AA-2014-0016,,3778.73,14.65,1889.37,7.33,1
SWICHERA COMPLETA SAX 1X50,AUTO ASIA,AA-2014-0002,,3270.12,12.68,1635.06,6.34,1
SWICHERA COMPLETA SGN125/BLE 4C 1X50,AUTO ASIA,AA-2014-0007,,2492.23,9.66,1246.11,4.83,1
SWICHERA SOLA 3KJ YJO50 1X100,AUTO ASIA,AA-2016-0001,,1510.90,5.86,755.45,2.93,1
SWICHERA SOLA B150R 2024 1X100,AUTO ASIA,AA-2016-0028,,1217.69,4.72,608.85,2.36,1
SWICHERA SOLA B150S 1X100,AUTO ASIA,AA-2016-0004,,1148.88,4.45,574.44,2.23,1
SWICHERA SOLA BD200 1X30,AUTO ASIA,AA-2016-0006,,3033.76,11.76,1516.88,5.88,1
SWICHERA SOLA BLE  1X100,AUTO ASIA,AA-2016-0012,,1127.94,4.37,563.97,2.19,1
SWICHERA SOLA BLE 2024 1X100,AUTO ASIA,AA-2016-0023,,1065.11,4.13,532.55,2.06,1
SWICHERA SOLA BR1 1X100,AUTO ASIA,AA-2016-0017,,1340.36,5.20,670.18,2.60,1
SWICHERA SOLA BW150 1X50,AUTO ASIA,AA-2016-0005,,2773.47,10.75,1386.73,5.38,1
SWICHERA SOLA CG150 1X100,AUTO ASIA,AA-2016-0010,,517.59,2.01,258.80,1.00,1
SWICHERA SOLA EA2  1X100,AUTO ASIA,AA-2016-0002,,867.64,3.36,433.82,1.68,1
SWICHERA SOLA EEX II 150 2024 1X100,AUTO ASIA,AA-2016-0024,,936.46,3.63,468.23,1.82,1
SWICHERA SOLA EH1 1X100,AUTO ASIA,AA-2016-0008,,1148.88,4.45,574.44,2.23,1
SWICHERA SOLA EH1 7 CABLE  1X100,AUTO ASIA,AA-2016-0009,,1549.79,6.01,774.89,3.00,1
SWICHERA SOLA EOW 150 1X100,AUTO ASIA,AA-2016-0015,,1124.94,4.36,562.47,2.18,1
SWICHERA SOLA EOW GS 4C 1X100,AUTO ASIA,AA-2016-0016,,1127.94,4.37,563.97,2.19,1
SWICHERA SOLA ERK 2024 1X100,AUTO ASIA,AA-2016-0022,,1819.06,7.05,909.53,3.53,1
SWICHERA SOLA ESP 1X100,AUTO ASIA,AA-2016-0018,,1998.57,7.75,999.29,3.87,1
SWICHERA SOLA ETX 1X100,AUTO ASIA,AA-2016-0019,,1708.36,6.62,854.18,3.31,1
SWICHERA SOLA GY6 1X50,AUTO ASIA,AA-2016-0007,,2584.98,10.02,1292.49,5.01,1
SWICHERA SOLA JAGUAR 2024 1X100,AUTO ASIA,AA-2016-0025,,517.59,2.01,258.80,1.00,1
SWICHERA SOLA NEW EH1 2024 1X100,AUTO ASIA,AA-2016-0027,,1217.69,4.72,608.85,2.36,1
SWICHERA SOLA NEW EOW II 2024 1X50,AUTO ASIA,AA-2016-0021,,2100.29,8.14,1050.15,4.07,1
SWICHERA SOLA SAX  1X100,AUTO ASIA,AA-2016-0003,,1205.72,4.67,602.86,2.34,1
SWITCH CORNETA MOTO  (PAQ DE 10 UND) 1X900,AUTO ASIA,AA-3039-0026,,2169.11,8.41,1084.55,4.21,1
SWITCH LUZ ALTA Y BAJA CONECTOR 4 PIN (PAQ DE 10 UND) 1X900,AUTO ASIA,AA-3039-0030,,2169.11,8.41,1084.55,4.21,1
SWITCH LUZ DE CRUCES  (PAQ DE 10 UND) 1X900,AUTO ASIA,AA-3039-0031,,2169.11,8.41,1084.55,4.21,1
SY-BARRA AUXILIAR XK-18W-3K-RBF 1X100,AUTO ASIA,AA-SY-0055,,1771.19,6.87,885.59,3.43,1
SY-BARRA AUXILIAR XK-20W-12RGB 1X100,AUTO ASIA,AA-SY-0020,,2115.25,8.20,1057.63,4.10,1
SY-BARRA AUXILIAR XK-20W-12TJ 1X100,AUTO ASIA,AA-SY-0019,,2115.25,8.20,1057.63,4.10,1
SY-BARRA AUXILIAR XK-20W-1K 1X100,AUTO ASIA,AA-SY-0021,,2115.25,8.20,1057.63,4.10,1
SY-BARRA AUXILIAR XK-20W-3K 1X100,AUTO ASIA,AA-SY-0022,,2115.25,8.20,1057.63,4.10,1
SY-BARRA AUXILIAR XK-20W-H-W 1X100,AUTO ASIA,AA-SY-0025,,1466.02,5.68,733.01,2.84,1
SY-BARRA AUXILIAR XK-20W-H-Y 1X100,AUTO ASIA,AA-SY-0023,,1466.02,5.68,733.01,2.84,1
SY-BARRA AUXILIAR XK-20W-XX-W 1X100,AUTO ASIA,AA-SY-0026,,1466.02,5.68,733.01,2.84,1
SY-BARRA AUXILIAR XK-20W-XX-Y 1X100,AUTO ASIA,AA-SY-0024,,1466.02,5.68,733.01,2.84,1
SY-BARRA AUXILIAR XK-2P-12LED-36W-RBF 1X50,AUTO ASIA,AA-SY-0057,,2929.04,11.36,1464.52,5.68,1
SY-BARRA AUXILIAR XK-2P-12LED-36W-TJ-RBF 1X50,AUTO ASIA,AA-SY-0060,,2929.04,11.36,1464.52,5.68,1
SY-BOMBILLO BA20D-YY-NEW WYBRCOBDC (LUPA) 1X250,AUTO ASIA,AA-SY-0045,,1463.03,5.67,731.51,2.84,1
SY-BOMBILLO H4-BJ-COB-AC-WY 1X250,AUTO ASIA,AA-SY-0046,,1139.90,4.42,569.95,2.21,1
SY-BOMBILLO H4-PPQ 1X250,AUTO ASIA,AA-SY-0047,,1086.05,4.21,543.02,2.11,1
SY-BOMBILLO LUZ LED ALTA POTENCIA 4C-ALM4-D 1X50,AUTO ASIA,AA-SY-0069,,2384.52,9.25,1192.26,4.62,1
SY-BOMBILLO LUZ LED ALTA POTENCIA 6C-M6-X 1X50,AUTO ASIA,AA-SY-0010,,2540.10,9.85,1270.05,4.92,1
SY-BOMBILLO TIPO MUELITA ZXD-104-A CON SOCATE 1X100,AUTO ASIA,AA-SY-0043,,1615.61,6.26,807.81,3.13,1
SY-CONTRAPESO DT-3 1X100,AUTO ASIA,AA-SY-0130,,1466.02,5.68,733.01,2.84,1
SY-CONTRAPESO DT-4 1X100,AUTO ASIA,AA-SY-0131,,1466.02,5.68,733.01,2.84,1
SY-FARO AUXILAR XK-2P-12LED-36W-HG 1X100,AUTO ASIA,AA-SY-0058,,2222.96,8.62,1111.48,4.31,1
SY-FARO AUXILIAR MODELO KD-6 1X30,AUTO ASIA,AA-SY-0110,,1139.90,4.42,569.95,2.21,1
SY-FARO AUXILIAR XK-1236-2-72W-Y 1X50,AUTO ASIA,AA-SY-0049,,2656.78,10.30,1328.39,5.15,1
SY-FARO AUXILIAR XK-12LED-36W-RB-MINI 1X100,AUTO ASIA,AA-SY-0062,,2336.65,9.06,1168.33,4.53,1
SY-FARO AUXILIAR XK-2P-8LED-24W 1X100,AUTO ASIA,AA-SY-0059,,2222.96,8.62,1111.48,4.31,1
SY-FARO AUXILIAR XK-3P-20LED-1-60W 1X100,AUTO ASIA,AA-SY-0054,,1298.47,5.03,649.24,2.52,1
SY-FARO AUXILIAR XK-3P-20LED-WY-2-120W 1X50,AUTO ASIA,AA-SY-0053,,3255.16,12.62,1627.58,6.31,1
SY-FARO AUXILIAR XK-48W-FX-55MM 1X50,AUTO ASIA,AA-SY-0015,,2115.25,8.20,1057.63,4.10,1
SY-FARO AUXILIAR XK-4P-24LED-1-72W 1X100,AUTO ASIA,AA-SY-0056,,1352.33,5.24,676.16,2.62,1
SY-FARO AUXILIAR XK-H1236 1X100,AUTO ASIA,AA-SY-0048,,1298.47,5.03,649.24,2.52,1
SY-FARO COMPLETO  BT-J-TY-ZC CG150 1X20,AUTO ASIA,AA-SY-0105,,3306.02,12.82,1653.01,6.41,1
SY-FARO COMPLETO 5C-BT-TJ01-WY-ZC CG150 1X20,AUTO ASIA,AA-SY-0119,,5092.17,19.74,2546.08,9.87,1
SY-FARO COMPLETO 5C-BT-TJ01-ZC CG150 1X20,AUTO ASIA,AA-SY-0122,,4930.61,19.12,2465.30,9.56,1
SY-FARO COMPLETO 5C-BT-TJ02-ZC CG150 1X20,AUTO ASIA,AA-SY-0108,,5256.72,20.38,2628.36,10.19,1
SY-FARO COMPLETO 5C-XTZ-TJ01-ZC SGN125 1X20,AUTO ASIA,AA-SY-0115,,5633.69,21.84,2816.85,10.92,1
SY-FARO COMPLETO 5C-XTZ-TJ02-WY-ZC SGN125 1X20,AUTO ASIA,AA-SY-0068,,6127.35,23.76,3063.68,11.88,1
SY-FARO COMPLETO BT-V-TY-ZC CG150 1X20,AUTO ASIA,AA-SY-0106,,3739.84,14.50,1869.92,7.25,1
SY-FARO COMPLETO BT-WL-TY-ZC CG150 1X20,AUTO ASIA,AA-SY-0104,,3739.84,14.50,1869.92,7.25,1
SY-FARO COMPLETO BT-X-TY-ZC CG150 1X20,AUTO ASIA,AA-SY-0107,,3739.84,14.50,1869.92,7.25,1
SY-FARO COMPLETO BT-XXX-TY-ZC CG150 1X20,AUTO ASIA,AA-SY-0121,,3739.84,14.50,1869.92,7.25,1
SY-FARO COMPLETO DTZ-H-TY-ZC B150S/B150R 1X20,AUTO ASIA,AA-SY-0067,,3739.84,14.50,1869.92,7.25,1
SY-FARO COMPLETO DTZ-RL-TY-ZC B150S/B150R 1X20,AUTO ASIA,AA-SY-0066,,3739.84,14.50,1869.92,7.25,1
SY-FARO COMPLETO DTZ-WL-TY-ZC B150S/B150R 1X20,AUTO ASIA,AA-SY-0120,,3739.84,14.50,1869.92,7.25,1
SY-FARO COMPLETO DTZ-YXL-ZC B150S/B150R 1X20,AUTO ASIA,AA-SY-0125,,3255.16,12.62,1627.58,6.31,1
SY-FARO COMPLETO XTZ-H-TY-ZC SGN125 1X20,AUTO ASIA,AA-SY-0126,,4389.08,17.02,2194.54,8.51,1
SY-FARO COMPLETO XTZ-J-TY-ZC SGN125 1X20,AUTO ASIA,AA-SY-0117,,4170.67,16.17,2085.33,8.09,1
SY-FARO COMPLETO XTZ-WL-TY-ZC SGN125 1X20,AUTO ASIA,AA-SY-0118,,4389.08,17.02,2194.54,8.51,1
SY-FARO COMPLETO XTZ-XXX-TY-ZC SGN125 1X20,AUTO ASIA,AA-SY-0113,,4389.08,17.02,2194.54,8.51,1
SY-FARO COMPLETO XTZ-YXL-ZC SGN125 1X20,AUTO ASIA,AA-SY-0114,,3955.25,15.34,1977.63,7.67,1
SY-FARO REDONDO MODELO 5.75-MMR04 1X20,AUTO ASIA,AA-SY-0128,,10845.54,42.05,5422.77,21.02,1
SY-FARO REDONDO MODELO 5.75-MMR05 1X20,AUTO ASIA,AA-SY-0127,,18271.36,70.84,9135.68,35.42,1
SY-FAROS AUXILIARES XK-9LED-28-75MM-Y 1X30,AUTO ASIA,AA-SY-0050,,6181.21,23.97,3090.60,11.98,1
SY-FAROS AUXILIARES XK-9LED-32-75WW-Y 1X20,AUTO ASIA,AA-SY-0051,,12891.98,49.98,6445.99,24.99,1
